,number,fitness (opposite of the  mean episode reward),params_batch_size,params_buffer_size,params_ent_coef,params_gamma,params_log_std_init,params_lr,params_net_arch,params_target_entropy,params_tau,params_train_freq,system_attrs__number,state
193,193,-94.6827850341797,64,1000000,0.1,0.995,-3.68317013783435,0.000937437244579,small,,0.01,128,193,COMPLETE
69,69,-94.6740264892578,64,1000000,0.1,0.9999,-3.58774631057363,0.000143303486809,big,,0.01,32,69,COMPLETE
127,127,-94.6652679443359,32,1000000,0.1,0.999,-3.17898617777991,0.005875051313983,big,,0.02,8,127,COMPLETE
410,410,-94.6405181884766,512,10000,0.1,0.9999,-2.27790988463466,0.00031593541346,medium,,0.005,16,410,PRUNED
350,350,-94.6250534057617,512,10000,0.1,0.99,-2.53075738259071,0.001358855402974,medium,,0.02,32,350,PRUNED
470,470,-94.6149368286133,32,10000,auto,0.9999,-1.91246009446253,0.000446251924764,medium,-0.998383626397528,0.02,64,470,PRUNED
347,347,-94.542724609375,512,10000,0.1,0.995,-2.38568573174643,0.000217821545038,medium,,0.02,32,347,PRUNED
294,294,-94.5334777832031,128,10000,auto,0.98,-2.36425164805988,0.000126104918211,medium,-2.59110834031362,0.02,32,294,PRUNED
454,454,-94.5333404541016,32,10000,0.1,0.9999,-2.05774433765458,0.000793101665883,medium,,0.02,16,454,PRUNED
126,126,-94.4637680053711,64,1000000,0.1,0.98,-3.19623334119492,0.000539115472021,small,,0.01,32,126,COMPLETE
348,348,-94.4513702392578,512,10000,0.1,0.99,-2.63363665654175,0.000201249920777,medium,,0.02,32,348,PRUNED
397,397,-94.4380340576172,512,10000,0.1,0.98,-2.45990745012901,7.27617877048555E-05,medium,,0.02,16,397,PRUNED
111,111,-94.4242401123047,64,1000000,0.1,0.9999,-3.50151790127903,0.000943723212891,small,,0.01,32,111,COMPLETE
349,349,-94.4151306152344,512,10000,0.1,0.999,-2.63970418801417,0.000218130429715,medium,,0.02,32,349,PRUNED
7,7,-94.3740615844727,16,10000,0.1,0.99,0.347895827391101,0.003587787830768,big,,0.02,64,7,COMPLETE
43,43,-94.3663482666016,64,1000000,0.1,0.995,-2.94868781404595,0.001170769094356,small,,0.01,256,43,COMPLETE
469,469,-94.342399597168,32,10000,auto,0.9999,-1.96174852105627,0.000453548267207,medium,-1.12114377597392,0.02,64,469,PRUNED
417,417,-94.308837890625,512,10000,0.1,0.9999,-2.61428427039866,0.008701569177882,medium,,0.02,8,417,PRUNED
293,293,-94.3072662353516,128,10000,auto,0.98,-2.3769746743085,0.002031512927263,medium,-2.79888153265433,0.02,32,293,PRUNED
170,170,-94.2712326049805,64,1000000,0.1,0.99,-2.53414194903998,0.000612716602036,small,,0.01,32,170,COMPLETE
45,45,-94.2509765625,512,100000,auto,0.995,-1.62145632382841,0.001225432662869,small,-1.82504635041458,0.01,256,45,COMPLETE
385,385,-94.115478515625,512,10000,0.1,0.9999,-2.10503663621525,0.000744079135054,medium,,0.02,16,385,PRUNED
169,169,-94.1131973266602,64,1000000,0.1,0.99,-2.54577453150283,0.000442805978169,small,,0.01,32,169,COMPLETE
121,121,-94.0600280761719,64,1000000,0.1,0.9999,-3.82779782998789,0.000495308394359,small,,0.01,32,121,COMPLETE
125,125,-94.0216064453125,32,1000000,0.1,0.98,-3.83494627337391,0.000549595548286,small,,0.01,32,125,COMPLETE
168,168,-93.9324111938477,64,1000000,0.1,0.99,-3.25113957937479,0.000577557168647,small,,0.01,32,168,PRUNED
457,457,-93.8331527709961,32,10000,0.1,0.9999,-1.83779415211374,0.000574638230252,medium,,0.02,64,457,PRUNED
37,37,-93.8194427490234,64,1000000,0.05,0.999,-3.09435039179484,0.005669567355896,big,,0.02,8,37,COMPLETE
61,61,-93.7809295654297,512,100000,0.01,0.9999,-3.66831849791033,0.002077176299754,small,,0.01,32,61,COMPLETE
171,171,-93.6892929077149,64,1000000,0.1,0.99,-2.56990878680425,0.000435913490375,small,,0.01,32,171,COMPLETE
157,157,-93.6280670166016,16,1000000,0.01,0.9999,-2.96765733675138,0.004258286523237,small,,0.01,32,157,COMPLETE
165,165,-93.5788192749024,64,1000000,0.1,0.9999,-2.08890617748618,0.003994456196637,small,,0.01,256,165,PRUNED
365,365,-93.5021514892578,512,10000,0.1,0.9999,-2.53471122410496,0.000891240614344,medium,,0.02,16,365,PRUNED
266,266,-93.3682556152344,512,10000,0.1,0.9999,-2.03997851198122,0.000337369359062,medium,,0.02,32,266,PRUNED
409,409,-93.2857208251953,512,10000,0.1,0.9999,-2.29556195814959,0.000353372868103,medium,,0.005,16,409,PRUNED
53,53,-93.2452087402344,64,100000,0.1,0.995,-3.45729098205636,0.01160037581994,small,,0.01,256,53,COMPLETE
18,18,-93.1751480102539,32,1000000,0.05,0.99,-2.76313404798195,0.001310477189969,medium,,0.001,32,18,COMPLETE
463,463,-92.99267578125,32,10000,0.1,0.9999,-1.81439526628976,0.001257690633598,medium,,0.02,64,463,PRUNED
408,408,-92.9017791748047,512,10000,0.1,0.9999,-2.30636856243526,0.000148469544307,medium,,0.005,16,408,COMPLETE
300,300,-92.6923980712891,512,10000,0.1,0.9999,-2.58847330264894,0.000545621474033,medium,,0.01,256,300,PRUNED
34,34,-92.5432281494141,16,1000000,0.05,0.99,-2.24801509687466,0.001039875323786,big,,0.001,16,34,COMPLETE
406,406,-92.478874206543,512,10000,0.1,0.9999,-2.31303555477981,0.000153343809564,medium,,0.005,16,406,PRUNED
418,418,-92.4547119140625,512,10000,0.0001,0.9999,-2.33600918474614,0.001604618523478,medium,,0.02,16,418,PRUNED
195,195,-92.3945770263672,64,1000000,0.1,0.9999,-3.46826741537653,0.001701408527146,small,,0.01,128,195,PRUNED
313,313,-92.3595352172852,512,10000,0.1,0.9999,-2.04710146716534,0.000683327650108,medium,,0.005,32,313,PRUNED
477,477,-92.3098602294922,32,10000,0.01,0.9999,-1.75981181311889,0.001356098615608,medium,,0.02,64,477,PRUNED
344,344,-92.2947616577148,512,10000,0.05,0.9999,-2.65286477318486,0.001555238083778,medium,,0.02,32,344,PRUNED
427,427,-92.2377471923828,16,10000,0.1,0.9999,-1.94217559601818,0.000613363151171,medium,,0.02,32,427,PRUNED
430,430,-92.1186981201172,16,10000,auto,0.9999,-2.73266366112363,0.000680892461156,medium,-4.17966797377617,0.02,32,430,PRUNED
66,66,-91.8747177124024,64,1000000,0.1,0.9999,-3.66310671721438,0.000279594063852,small,,0.01,128,66,COMPLETE
2,2,-91.7380523681641,128,1000000,0.1,0.95,-1.92832209192762,9.94390779959235E-05,medium,,0.001,32,2,COMPLETE
441,441,-91.5303115844727,32,10000,0.05,0.95,-2.19043992119864,0.00107258144618,medium,,0.02,64,441,PRUNED
159,159,-90.8385162353516,16,1000000,0.1,0.9999,-3.73401593772268,0.000817103106415,small,,0.01,32,159,PRUNED
315,315,-89.8248291015625,512,10000,0.1,0.9999,-0.45585352934305,0.000669426261398,medium,,0.01,64,315,PRUNED
466,466,-89.4194717407227,32,10000,auto,0.9999,-1.70043269083473,0.000971201313965,medium,-1.184341009038,0.02,64,466,PRUNED
206,206,-87.6460723876953,512,10000,0.1,0.9999,-3.15556605453954,0.00130500391733,medium,,0.01,128,206,PRUNED
492,492,-85.9596557617187,32,10000,0.1,0.9999,-1.72103355264575,0.00160621227437,medium,,0.02,64,492,PRUNED
112,112,-85.9001235961914,64,1000000,auto,0.9999,-3.43867194720729,0.000994185716999,big,-7.09186664542446,0.01,32,112,COMPLETE
312,312,-78.0316009521484,512,10000,0.1,0.9999,-0.240613838158672,0.0025667889672,medium,,0.01,32,312,PRUNED
13,13,-77.7441101074219,32,1000000,0.5,0.95,-3.98169075932549,0.000183883970718,medium,,0.02,16,13,COMPLETE
1,1,-77.0554656982422,64,1000000,0.5,0.98,-3.4885680208713,0.000113250384196,big,,0.01,64,1,COMPLETE
104,104,-76.8391265869141,512,10000,0.1,0.95,-3.0727222284961,0.008369724920496,small,,0.005,32,104,COMPLETE
398,398,-76.221321105957,512,10000,0.5,0.98,-2.43177021943913,0.001179842803205,medium,,0.02,16,398,COMPLETE
23,23,-72.5351791381836,128,1000000,0.1,0.99,-0.999398541348041,0.000674610080149,medium,,0.001,16,23,COMPLETE
363,363,-72.1840896606445,512,10000,0.1,0.9999,-2.81728820671523,0.000757984453797,medium,,0.02,16,363,PRUNED
194,194,-69.2746353149414,64,1000000,0.1,0.995,-3.7668073299922,0.000261961691802,small,,0.01,128,194,PRUNED
297,297,-58.0240592956543,512,10000,0.5,0.98,-2.58698695756723,0.005709227408457,medium,,0.02,32,297,COMPLETE
152,152,-57.7650871276856,16,1000000,0.1,0.9,-2.73043155847371,0.000801657629208,small,,0.01,32,152,COMPLETE
57,57,-57.1859130859375,512,10000,0.1,0.95,-3.74085704054453,0.002204479752651,big,,0.01,32,57,COMPLETE
329,329,-56.7167358398438,512,100000,0.1,0.9999,-2.47820869971583,0.001929884823803,medium,,0.01,32,329,COMPLETE
20,20,-56.0009765625,128,1000000,0.05,0.99,-2.4204051923401,0.000371033534063,medium,,0.001,32,20,COMPLETE
399,399,-38.0308647155762,512,10000,0.5,0.98,-2.45680650167378,0.019490852881548,medium,,0.02,16,399,COMPLETE
227,227,-37.3508834838867,512,10000,0.1,0.9999,-2.66113359280731,0.000520837318787,medium,,0.001,32,227,PRUNED
59,59,-36.8962821960449,512,100000,0.01,0.9999,-3.74824787342637,0.002328776393365,small,,0.01,32,59,COMPLETE
278,278,-36.341136932373,512,10000,auto,0.9999,-2.70552799224785,0.003373931372332,medium,-0.041709547843343,0.01,32,278,COMPLETE
146,146,-30.5569953918457,16,1000000,0.1,0.9999,-3.55122722473834,0.001893116404761,big,,0.01,16,146,PRUNED
64,64,-18.9895095825195,512,10000,0.1,0.9999,-3.72906793391515,0.002237217383782,small,,0.01,128,64,PRUNED
305,305,-18.9730491638184,512,10000,0.5,0.9999,-2.75798481896348,0.000244441724637,medium,,0.001,32,305,PRUNED
209,209,-17.5659103393555,512,10000,0.1,0.9999,-3.1260566730007,0.014549818848331,small,,0.01,128,209,PRUNED
218,218,-12.1826648712158,512,10000,0.1,0.9999,-3.8366519705833,0.000581040279609,medium,,0.01,32,218,PRUNED
11,11,0,64,10000,0.0001,0.98,0.089579292898663,0.002081938332278,medium,,0.001,128,11,COMPLETE
476,476,1.51591484609526E-06,32,10000,0.01,0.995,-1.8603370514353,0.007006325105694,medium,,0.02,64,476,PRUNED
144,144,8.52053199196234E-06,32,1000000,0.0001,0.9999,-3.38705940158752,0.001905111085198,big,,0.01,32,144,PRUNED
74,74,1.05649551187526E-05,256,1000000,0.0001,0.9,-3.95134297974398,0.000663507994248,big,,0.01,128,74,PRUNED
322,322,5.47316740266979E-05,512,10000,0.01,0.9,-1.89809647414194,0.000409458887278,small,,0.01,32,322,PRUNED
4,4,8.42369117890485E-05,512,1000000,0.0001,0.9,0.704202082833292,0.020388219249926,small,,0.02,512,4,COMPLETE
412,412,0.000202020790312,512,10000,0.1,0.9999,-1.45425437098953,0.000356911320035,medium,,0.001,512,412,PRUNED
12,12,0.000351886323188,256,10000,0.0001,0.98,-2.80588518362185,6.83989961773843E-05,big,,0.02,64,12,COMPLETE
286,286,0.000507260556333,512,10000,auto,0.9999,-1.6192152456078,0.003072808625891,medium,2.7434132151894,0.01,32,286,PRUNED
319,319,0.000617823505308,512,10000,0.01,0.9,-2.20290456666066,0.001235015945845,small,,0.01,32,319,PRUNED
136,136,0.000726814963855,128,1000000,0.1,0.9999,-1.87726643172617,0.000334783578048,big,,0.01,512,136,PRUNED
414,414,0.000832209188957,128,10000,0.1,0.9999,-1.50159509624845,0.000724142597198,medium,,0.001,8,414,PRUNED
323,323,0.000851202930789,512,10000,0.01,0.9999,-2.4883100898043,0.000389109015639,small,,0.01,32,323,PRUNED
9,9,0.001002490171231,16,100000,0.0001,0.95,-1.81674864075832,3.9235233543128E-05,big,,0.005,64,9,COMPLETE
54,54,0.00108822924085,64,10000,0.1,0.995,-3.38842598955306,0.000264591033403,small,,0.01,256,54,PRUNED
117,117,0.001545443898067,64,1000000,auto,0.9999,-3.45454519275781,0.000231832979384,big,6.28891870300571,0.01,32,117,PRUNED
72,72,0.001708138734102,256,1000000,0.0001,0.9999,-3.97228909672082,0.000301168144225,big,,0.01,32,72,PRUNED
134,134,0.002561894943938,128,1000000,0.1,0.999,-1.33336500314706,0.002380354091154,big,,0.01,512,134,PRUNED
283,283,0.00354125793092,512,10000,auto,0.9999,-1.81737814236485,0.003126595423581,medium,2.01947427175985,0.02,32,283,PRUNED
421,421,0.005979612469673,512,10000,0.1,0.9999,-2.63764261775353,0.001626569473946,medium,,0.02,256,421,PRUNED
371,371,0.006292940117419,512,10000,auto,0.9999,-2.40524324702926,0.000931683697317,medium,1.20915174724189,0.02,16,371,PRUNED
77,77,0.007345283869654,512,1000000,0.1,0.9,-3.90507940087644,0.000709888113513,big,,0.005,128,77,COMPLETE
328,328,0.007783372886479,512,100000,0.0001,0.9999,-2.44552138283498,0.000315509221991,medium,,0.01,32,328,PRUNED
150,150,0.008504100143909,64,1000000,0.1,0.9,-2.28472865423709,0.001354243022288,small,,0.01,32,150,COMPLETE
370,370,0.009242950938642,32,10000,auto,0.9999,-2.76709967654712,0.0011170062894,medium,1.55338830276766,0.02,16,370,PRUNED
368,368,0.009268768131733,512,10000,auto,0.9999,-2.80501643389133,0.000881813663026,medium,4.46841449262759,0.02,32,368,PRUNED
115,115,0.010783544741571,64,1000000,auto,0.9999,-3.47548010810961,0.000986147201396,big,4.34730987453019,0.01,32,115,PRUNED
234,234,0.01088653318584,512,10000,0.0001,0.9999,-2.30869906199116,0.000372901256606,medium,,0.01,32,234,PRUNED
76,76,0.012310830876231,512,1000000,0.1,0.9,-2.72066362218523,0.0005983477585,big,,0.005,128,76,PRUNED
478,478,0.014860947616398,32,10000,0.01,0.9,-1.90850084372418,0.001297135111176,medium,,0.02,64,478,PRUNED
480,480,0.015131445601583,32,100000,0.1,0.9,-1.89339821419353,0.001344833882279,medium,,0.02,64,480,PRUNED
321,321,0.015805633738637,512,10000,0.01,0.9,-2.20335904577361,0.000405965600004,small,,0.01,32,321,PRUNED
73,73,0.018806632608175,256,1000000,0.0001,0.9999,-3.99933095588755,0.000651736505858,big,,0.01,128,73,PRUNED
83,83,0.021468680351973,64,1000000,0.5,0.9999,-3.29499282452662,0.004593715979142,small,,0.01,32,83,COMPLETE
299,299,0.022146319970489,512,10000,0.5,0.9999,-2.5891164477422,0.001956716707994,medium,,0.01,256,299,PRUNED
285,285,0.023842995986343,512,10000,auto,0.9999,-2.3610450345656,0.00159000697669,medium,3.13354814803291,0.01,16,285,PRUNED
282,282,0.024718649685383,512,10000,auto,0.9999,-1.77756553527317,0.003254354849855,medium,1.81249095972082,0.02,32,282,PRUNED
287,287,0.025703337043524,512,10000,auto,0.9999,-2.42169626103861,0.00159998326613,medium,2.16694711450039,0.01,32,287,PRUNED
324,324,0.02959992364049,512,10000,0.0001,0.9999,-2.52430636268737,0.000406193332458,small,,0.01,32,324,PRUNED
327,327,0.03327351808548,512,100000,0.0001,0.9999,-2.50874038420359,0.001928732892345,small,,0.01,32,327,PRUNED
320,320,0.034912973642349,512,10000,0.01,0.9,-2.26578082670771,0.001249559849642,small,,0.01,32,320,COMPLETE
423,423,0.04272123426199,512,10000,0.1,0.9999,-2.24719727917122,0.001460013957927,medium,,0.02,256,423,PRUNED
86,86,0.04695562645793,64,1000000,0.5,0.9999,-2.62809191736408,0.002945808541945,small,,0.01,32,86,COMPLETE
175,175,0.046978525817394,64,1000000,0.5,0.9999,-3.13911399826296,0.000432357558712,small,,0.01,32,175,COMPLETE
82,82,0.050377000123263,64,1000000,0.1,0.9999,-3.29215539282797,0.004328597014229,small,,0.01,512,82,PRUNED
167,167,0.055774170905352,64,1000000,0.1,0.9999,-2.39148184912148,0.003904412919725,small,,0.005,256,167,PRUNED
372,372,0.067116193473339,512,10000,auto,0.9999,-2.36908048843319,0.000608502161349,medium,1.11950095875419,0.02,16,372,PRUNED
16,16,0.070859931409359,128,1000000,0.1,0.98,-2.36783266944794,4.77665261568002E-05,medium,,0.005,512,16,PRUNED
39,39,0.072821199893952,64,1000000,0.1,0.999,-2.9606887765581,0.001346701196646,big,,0.001,8,39,PRUNED
176,176,0.075181223452091,64,1000000,0.5,0.9999,-2.58083443460562,0.000421519807071,small,,0.01,8,176,COMPLETE
156,156,0.086118116974831,16,1000000,0.01,0.9,-2.9431800473703,0.0011169234575,small,,0.01,32,156,PRUNED
8,8,0.09026001393795,512,100000,0.1,0.995,-0.486858890582705,1.06766716593135E-05,small,,0.01,512,8,COMPLETE
29,29,0.099072203040123,32,1000000,0.5,0.95,0.004824964161377,0.000234361454745,medium,,0.02,16,29,PRUNED
109,109,0.102692864835262,64,10000,0.1,0.95,-2.47300066858821,0.003110152242318,small,,0.01,64,109,PRUNED
21,21,0.109942257404327,128,1000000,0.05,0.99,-2.5085334363497,0.000501312673568,medium,,0.001,32,21,PRUNED
307,307,0.113283947110176,512,10000,0.1,0.9999,-2.23093978138289,0.010960798136262,medium,,0.001,32,307,PRUNED
263,263,0.117675349116325,512,10000,0.5,0.9999,-1.95594793662706,0.000177781377221,medium,,0.001,32,263,PRUNED
318,318,0.126172617077827,512,10000,0.1,0.9,-3.04100451769676,0.001205688778451,small,,0.01,64,318,PRUNED
5,5,0.142059534788132,256,10000,0.0001,0.995,0.575389317434514,0.006100108057255,small,,0.01,512,5,COMPLETE
38,38,0.142390891909599,128,1000000,0.1,0.999,-3.0850351431604,0.005412406609093,big,,0.001,8,38,PRUNED
210,210,0.143633350729942,512,10000,0.1,0.9999,-3.33797012536163,0.015523043625605,small,,0.01,32,210,COMPLETE
182,182,0.159628465771675,256,100000,0.1,0.9999,-3.91443902019717,0.002383525955277,big,,0.01,32,182,COMPLETE
28,28,0.175518959760666,32,1000000,0.5,0.95,-3.99123503560565,0.000534808781448,medium,,0.02,16,28,COMPLETE
362,362,0.188127517700195,512,10000,0.1,0.9999,-2.17487223863234,0.000770813150055,medium,,0.02,32,362,PRUNED
30,30,0.197466388344765,16,1000000,0.05,0.99,-2.03460807590242,0.002641270502788,medium,,0.001,64,30,PRUNED
6,6,0.201003715395927,16,10000,0.01,0.999,-0.765719997769658,0.001415724012474,big,,0.02,256,6,COMPLETE
302,302,0.237418293952942,512,10000,0.5,0.9999,-2.78654745632257,0.000509874968581,medium,,0.01,256,302,PRUNED
473,473,0.238159656524658,32,10000,0.1,0.9,-1.89886077796432,0.000431575664298,medium,,0.02,64,473,COMPLETE
367,367,0.239869520068169,32,10000,auto,0.9999,-2.82473181941815,0.000947175469892,medium,1.07349018805422,0.02,16,367,PRUNED
44,44,0.277644157409668,128,100000,auto,0.995,-1.6653276620794,8.83856972850778E-05,small,-5.61851188377658,0.01,256,44,PRUNED
154,154,0.289821028709412,16,1000000,0.1,0.9,-3.99726704722421,0.001142440745642,small,,0.01,32,154,COMPLETE
479,479,0.295750826597214,32,10000,0.01,0.9999,-2.00413626582683,0.001434972830254,medium,,0.02,64,479,PRUNED
95,95,0.338475495576859,64,1000000,0.5,0.9999,-2.83405521221355,0.022437801562583,big,,0.005,32,95,PRUNED
303,303,0.338483870029449,512,10000,0.5,0.9999,-2.77964129189792,0.000518891700983,medium,,0.01,256,303,PRUNED
369,369,0.370709240436554,512,10000,auto,0.9999,-2.43203078009239,0.000893087783384,medium,1.1245338157812,0.02,32,369,PRUNED
67,67,0.384549289941788,64,1000000,0.1,0.9999,-3.59854078502139,0.000171178674529,small,,0.01,128,67,PRUNED
26,26,0.397174149751663,16,10000,0.1,0.9999,-1.01263113036919,1.51154755682726E-05,medium,,0.001,64,26,PRUNED
413,413,0.436170399188995,512,10000,0.1,0.9999,-2.56541200933092,0.000333912196106,medium,,0.001,8,413,PRUNED
24,24,0.478051096200943,128,1000000,0.1,0.99,-0.928655524334466,0.000706181500946,medium,,0.001,32,24,PRUNED
291,291,0.511784851551056,512,10000,0.1,0.9999,-2.37691491943681,0.005220532489611,medium,,0.02,32,291,PRUNED
264,264,0.541309833526611,512,10000,0.5,0.9999,-1.90944402735874,0.000333674996521,medium,,0.02,32,264,COMPLETE
25,25,0.627070426940918,128,10000,0.1,0.9999,-0.944662377252874,1.16343019472531E-05,medium,,0.001,32,25,PRUNED
384,384,0.645722508430481,512,10000,0.1,0.9999,-2.13425922249674,0.000491803962503,medium,,0.02,16,384,PRUNED
499,499,0.67788690328598,32,10000,0.1,0.9999,-1.82261954058719,0.002627149660376,medium,,0.02,64,499,PRUNED
10,10,0.850517094135284,16,10000,0.1,0.9,-1.84782601561583,0.000150499565461,big,,0.005,8,10,COMPLETE
277,277,0.851164996623993,512,10000,auto,0.9999,-2.67278632448917,0.002279815694358,medium,-0.173573825761615,0.01,512,277,PRUNED
456,456,0.857389569282532,512,10000,0.1,0.9999,-2.03819798785349,0.000577265825865,medium,,0.02,16,456,PRUNED
407,407,0.87298983335495,512,10000,0.1,0.9999,-2.28414974135497,0.028111035450497,medium,,0.005,16,407,PRUNED
46,46,0.91215455532074,512,1000000,0.01,0.95,-1.54133125159231,2.65859437474865E-05,small,,0.01,32,46,PRUNED
404,404,0.922004103660584,512,10000,0.5,0.9999,-2.56307390750708,1.77984404488792E-05,medium,,0.02,16,404,PRUNED
155,155,0.985759377479553,16,1000000,0.01,0.9,-2.96855646790774,0.001184615255377,small,,0.01,32,155,PRUNED
35,35,1.07513701915741,16,1000000,0.05,0.999,-2.23548605474033,0.00395856691193,big,,0.001,8,35,PRUNED
196,196,1.10283398628235,64,1000000,0.1,0.9999,-3.77238652157077,0.00181941558592,small,,0.01,128,196,COMPLETE
424,424,1.1070384979248,512,10000,0.0001,0.9999,-2.39481717745412,0.000658880005359,medium,,0.02,32,424,PRUNED
135,135,1.1497038602829,128,1000000,0.1,0.9999,-1.33643760310724,0.002424532307524,big,,0.01,512,135,PRUNED
0,0,1.20305109024048,512,1000000,0.5,0.98,-3.22238831058383,0.015189451351376,small,,0.001,32,0,COMPLETE
394,394,1.33202970027924,256,10000,0.5,0.999,0.362756604435197,0.001271591390582,medium,,0.02,16,394,COMPLETE
301,301,1.79280626773834,512,10000,0.5,0.9999,-2.59205018774507,0.000273844993697,medium,,0.01,32,301,COMPLETE
33,33,2.03333616256714,16,1000000,0.05,0.9999,-2.20261307390787,0.003765357367714,big,,0.001,16,33,PRUNED
179,179,2.19411969184875,512,1000000,0.5,0.9999,-3.53972709653187,0.002743756776091,big,,0.01,8,179,COMPLETE
84,84,2.4602997303009,64,1000000,0.5,0.9999,-2.95016969987081,0.004497811053321,small,,0.01,512,84,PRUNED
246,246,2.5113799571991,512,10000,0.1,0.9999,-2.15082264977715,0.000285969778451,medium,,0.01,32,246,PRUNED
107,107,2.79937314987183,512,10000,0.1,0.95,-2.05043346861153,0.003230411367615,small,,0.01,64,107,COMPLETE
449,449,2.89864611625671,512,10000,0.1,0.9999,-2.46598231393505,0.000775136840694,medium,,0.02,32,449,PRUNED
19,19,3.05680537223816,32,1000000,0.1,0.99,-2.81770367345678,0.000447035511316,medium,,0.001,32,19,PRUNED
181,181,3.07304382324219,256,1000000,0.5,0.9999,-3.57444817279104,0.00291492964773,big,,0.01,8,181,COMPLETE
108,108,3.13261747360229,64,10000,0.1,0.95,-2.48516777056871,0.003286634123155,small,,0.01,32,108,COMPLETE
192,192,3.31137657165527,64,1000000,0.1,0.9999,-3.79858301298878,0.001833753132591,big,,0.01,32,192,PRUNED
101,101,3.32558584213257,512,1000000,0.1,0.9999,-3.04074254199217,0.003099828434545,big,,0.005,32,101,COMPLETE
431,431,3.79887056350708,512,10000,auto,0.9999,-1.95961370961392,0.000903879788555,medium,-1.52480501385059,0.02,32,431,PRUNED
68,68,3.90825724601746,512,1000000,0.1,0.9999,-3.59310132647718,0.000705896243313,big,,0.01,128,68,COMPLETE
97,97,4.15497398376465,512,1000000,0.5,0.9999,-2.84181785208526,0.009574863910995,big,,0.005,32,97,COMPLETE
183,183,4.53082180023193,256,100000,0.1,0.9999,-3.88128653368221,0.002374073587488,big,,0.005,32,183,PRUNED
411,411,4.84028959274292,512,10000,0.1,0.9999,-1.46872323897689,0.000138582418054,medium,,0.001,16,411,PRUNED
32,32,5.04185295104981,32,1000000,0.05,0.9999,-2.36155690842575,0.003436566891994,medium,,0.001,16,32,PRUNED
378,378,6.20205545425415,512,10000,0.1,0.9999,-2.24797834530449,0.000613352914283,medium,,0.02,32,378,PRUNED
87,87,6.89517688751221,64,1000000,0.5,0.9999,-2.61294873933476,0.00047589000135,big,,0.005,32,87,COMPLETE
89,89,7.05942678451538,64,1000000,0.1,0.9999,-3.25301037894473,0.000387573648378,big,,0.005,32,89,COMPLETE
401,401,8.71644306182861,512,10000,0.5,0.9999,-2.48235885606685,0.001212292129063,medium,,0.02,16,401,COMPLETE
403,403,8.75311756134033,512,10000,0.5,0.9999,-2.54167375428316,0.000150261761649,medium,,0.02,16,403,COMPLETE
290,290,12.842658996582,512,10000,0.1,0.9999,-2.40023019307174,0.000643319528742,medium,,0.01,32,290,PRUNED
42,42,12.8817701339722,64,1000000,auto,0.95,-3.15686121484298,8.53842597843765E-05,small,-0.354179440142355,0.01,32,42,PRUNED
314,314,13.831184387207,512,10000,0.1,0.9999,-2.94410633260431,0.001141403967596,medium,,0.01,64,314,PRUNED
70,70,17.5381603240967,64,1000000,0.1,0.9999,-3.90608696561142,0.000717676433207,big,,0.01,128,70,COMPLETE
396,396,18.0000495910645,256,10000,0.1,0.9999,-2.42485430495637,0.000647901477438,medium,,0.02,16,396,PRUNED
279,279,18.0146045684814,512,10000,0.0001,0.9999,-2.1656977143613,0.002193849958819,medium,,0.02,32,279,PRUNED
416,416,18.5269508361816,128,10000,0.1,0.9999,-2.36167680363834,0.000726973209915,medium,,0.02,512,416,PRUNED
465,465,19.510778427124,32,10000,auto,0.9999,-1.60371747320099,0.001024963602813,medium,-6.89607080051541,0.02,64,465,PRUNED
100,100,20.2637748718262,64,1000000,0.1,0.9999,-3.05024840631128,0.001591221650886,big,,0.005,32,100,COMPLETE
343,343,21.3673877716064,512,10000,0.05,0.9999,-2.67571841056546,0.004199732760362,medium,,0.02,32,343,PRUNED
420,420,22.4748344421387,512,10000,0.1,0.9999,-2.34900938081508,0.001591509551515,medium,,0.02,256,420,PRUNED
426,426,23.4041481018066,512,10000,0.1,0.9999,-1.93952639618288,0.000665526741936,medium,,0.02,32,426,PRUNED
140,140,23.5347881317139,64,1000000,0.1,0.9999,-3.3837976687929,0.000206027861931,small,,0.01,32,140,PRUNED
185,185,23.6964817047119,64,1000000,0.1,0.9999,-2.73725946909702,0.000967673121853,medium,,0.005,32,185,COMPLETE
295,295,24.990291595459,128,10000,auto,0.9999,0.952159220638675,0.004582834835033,medium,-3.19959259016512,0.02,32,295,PRUNED
468,468,28.4754333496094,32,10000,auto,0.9999,-1.72672972350888,0.000506277034715,medium,-7.82757028902778,0.02,64,468,PRUNED
81,81,28.9598503112793,64,1000000,0.1,0.9999,-2.6138954628093,0.000861821542593,big,,0.005,32,81,COMPLETE
292,292,29.6131706237793,512,10000,auto,0.9999,-2.41237353709187,0.0025979797918,medium,-9.93485482453544,0.02,32,292,PRUNED
284,284,29.6948699951172,512,10000,0.1,0.9999,-1.69094489307803,0.001605970240936,medium,,0.01,32,284,PRUNED
216,216,30.8177852630615,512,10000,0.1,0.9999,-2.65682931696624,0.000591925888633,medium,,0.01,32,216,PRUNED
202,202,32.2812004089355,512,10000,0.1,0.9999,-3.66153867285657,0.00066142734137,medium,,0.01,32,202,PRUNED
259,259,33.4177551269531,512,10000,0.1,0.9999,-2.29516693839346,0.000159187006905,medium,,0.01,32,259,PRUNED
